X,Y
13.49,461.06
15.79,458.09
28.57,433.24
23.48,445.72
31,431.07
34.96,431.48
22.53,449.43
31.41,439.3
29.97,434.14
7.44,479.08
21.86,457.8
22.41,435.75
11.87,473.79
23.93,444.9
12.39,475.37
10.06,478.35
5.01,475.34
24.74,431.24
19.31,453.47
6.3,481.49
23.09,436.67
9.24,477.65
9.69,472.16
13.65,468.87
29.77,433.89
9.2,479.82
28.87,435.57
28.22,438.43
23.27,443.43
9.82,478.02
16.83,455.64
23.18,439.12
23.59,448.42
8.95,479.14
26.54,435.51
22.56,445.33
14.16,471.27
31.54,431.87
13.48,463.9
13.74,473.19
23.7,436.94
22.35,453.74
28.25,429.39
21.96,448.89
28.66,440.79
16.37,461.15
23.09,438.56
23.19,446.95
30.81,430.53
22.84,442.85
32.84,431.97
24.41,442.64
30.18,441.65
28.3,441.51
22.52,445.4
6.59,488.17
23.38,442.83
19.89,448.71
26.42,438.54
12.07,479.28
23.45,442.48
15.24,459.85
5.68,486.79
10.29,481.7
32,440.26
9.6,481.03
25.6,435.75
32.56,425.11
19.26,450.66
13.33,466.26
23.5,443.31
13.66,473.12
12.46,464.7
28.77,437.93
31.68,427.22
10.31,480.61
10.04,463.87
25.6,451.44
19.55,464.36
17.82,452.82
31.97,435.99
28.21,435.99
25.77,438.64
17.54,465.51
22.75,448.32
10.2,479.7
28.34,439.75
14.78,463.75
20.9,443.46
14.37,470.19
23.89,444.99
29.66,441.58
24.33,447.54
28.55,430.06
18.59,462.56
21.94,444.89
10.95,474.07
21.76,444.77
25.05,442.93
22.95,457.91
8.49,483.94
7.1,480.36
11.72,476.41
11.72,468.98
11.45,476
23.36,442.53
26.2,430.89
29.01,430.26
30.76,430.98
27.91,440.53
10.87,472.63
12.61,461.37
13.29,464.18
23.83,446.23
26.68,441.04
23.83,447.95
18,464.26
12.65,468.8
29.13,437.25
18.49,460.76
16.39,455.05
32.96,438.93
19.79,447.96
24.44,434.34
21.04,446.33
17.35,459.83
31.98,430.92
19.36,464.56
23.33,436.33
16.73,467.08
8.57,484.2
25.28,454.01
22.66,431.27
17.35,467.85
18.14,442.45
12.19,473.92
10.11,476.8
23.24,446.95
28.98,432.2
31.93,425.14
13.25,453.8
24.86,440.68
26.33,450.16
12.31,475.65
29.6,442.43
15.25,463.93
14.79,469.47
5.53,484.25
9.01,470.84
10.8,478.75
10.24,465.86
28.36,434.54
9.43,474.16
10.5,482.85
33.96,427.06
33.27,430.11
12.17,469.52
27.86,439.49
22.36,446.49
12.57,475.61
31.09,440.62
30.21,430.83
27.31,440.06
19.92,443.54
16.17,456.08
31.2,428.67
20.19,443.58
8.97,477.89
8.7,478.69
5.98,488.85
19.8,451.75
26.45,433.16
20.51,445.86
29.71,428.49
18.03,456.55
23.45,436.46
6.05,481.02
15.32,459.31
6.53,480.98
12.61,466.85
15.95,463.4
23.33,440.11
23.94,451.84
19.34,454.59
31.11,434.22
14.63,466.36
17.57,453.3
17.31,463.05
31.16,428.35
10.05,469.06
10.23,475.14
16.31,466.49
30.74,428.92
31.38,433.44
27.9,439.76
3.96,489.68
12.37,468.49
15.28,460.75
16.85,455.33
18.82,455.29
26.06,437.9
19.62,446.29
8.79,489.02
25.52,439.42
30.7,429.27
21.19,441.71
14.11,464.7
26.19,443.73
32.63,432.79
7.67,480.06
19.65,444.9
18.83,453.28
13.41,472.4
25.24,442.75
12.51,452.84
27.14,431.96
13.21,474.26
25.2,446.26
31.07,432.06
4.71,481.28
14.24,469.94
10.62,479.91
8.88,480.2
23.25,448.82
20.76,442.82
6.22,491.77
5.18,489.1
30.3,440.79
9.38,473.9
29.28,445.49
21.12,447.64
26.52,437.02
4.81,479.8
6.76,484.85
27.09,437.44
33.2,438.12
10.48,477.78
14.22,471.05
7.21,482.26
19.02,453.49
26.88,434.77
14.19,467.8
15.22,460.44
23.17,439.29
17.69,462.81
18.48,458.62
14.22,470.98
22.72,445.22
25.95,434.38
13.57,471.44
6.52,483.01
29.25,429.12
25.79,437.98
25.75,443.73
28.31,429.57
24.24,436.45
28.73,430.63
34.62,425.41
23.57,437.53
14.51,463.37
4.59,494.9
24.31,442.69
9.53,476.54
26.99,436.95
17.98,455.71
29.38,433.74
12.82,467.41
29.84,440.93
10.26,466.75
20.57,460.43
25.3,439.25
24.56,437.97
20.01,455.57
11.54,474.29
6.86,490.23
13.11,460.44
16.41,451.93
10.45,472.54
26.72,444.68
30.12,433.08
14.94,466.73
15.39,467.3
12.83,474.81
13.93,470.39
30.27,430.22
27.76,433.03
10.59,474.76
23.24,457.01
14.8,455.14
25.2,439.14
32.53,434.44
23.36,448.37
23.48,432.25
29.04,430.32
23.39,449.27
27.44,452
10.03,471.07
4,490.68
24.96,440.91
17.48,458.34
13.26,473.44
30.28,432.64
30.3,431.12
29.24,432.56
7.64,488.53
24.14,439.93
28.87,435.86
17.3,456.77
18.87,451.4
29.13,436.37
18.26,443.59
13.03,475.03
12.47,467.18
15.52,467.12
29.86,438.5
25.96,443.8
8.04,482.58
29.12,446.51
23.74,437.55
27.46,433.72
25.51,437.07
14.42,462.72
24.79,438.36
14.51,459.14
19.09,458.41
24.14,433.92
21.24,445.71
4.08,489.44
17.4,457.75
26.68,438.67
20.5,452.94
23.57,450.08
22.69,441.18
29.09,429.93
21.43,448.17
14.86,466.38
17.53,457.61
9.15,474.26
24.19,440.87
8.89,483.82
4.61,492.85
11.01,474.2
29.9,436.77
16.87,460.31
30.97,428.26
31.01,429.46
16.03,455.17
24.99,439.2
31.01,426.64
27.77,441.3
17.44,465.72
14.2,465.35
18.43,465.17
22.91,441.24
14.89,470.19
22.28,443.44
30.68,429.64
30.48,429.85
18.3,470.42
14.17,471.08
13.98,473.01
23.44,447.19
20.54,440.28
11.44,477.57
15.15,463.98
12.58,469.38
12.8,462.72
10.57,474.65
24.14,440.74
26.76,432.49
21.06,446.44
10.25,481.94
6.16,484.55
10.05,469.03
26.02,439.82
27.2,440.13
15.09,466.47
8.46,485.06
12.07,472.32
32.81,430.53
26.91,437.06
10.66,472.86
34.29,427.62
22.16,451.86
28.32,436.31
15.62,459.72
24.76,443.04
10.29,480.32
27.99,439.74
22.22,447.1
13.78,467.6
24.78,443.98
15.74,462.66
27.24,439.12
24.66,444.42
16.81,462.19
33.76,429.83
17.79,448.74
25.97,435.27
15.29,467.99
23.45,443.44
3.51,489.07
20.83,445.31
19.2,450.86
26.19,433.34
28.28,439.65
13.39,466.04
24.36,448.71
23.07,442.97
30.11,432.33
20.55,452.52
15.48,467.06
32.21,430.06
25.54,436.16
25.33,434.68
21.24,442.94
14.57,469.27
25.27,440.39
27.76,430.68
19.43,456.08
28.6,439.74
23.79,446.88
11.41,467.19
14.64,467.8
6.65,482.9
9.12,475.69
25.62,430.56
24.75,444.79
15.5,462.12
18.52,446.68
28.38,432.02
11.79,469.49
27.18,439.69
19.75,448.89
25.45,430.2
21.93,453.42
8.66,479.76
23.33,442.71
20.29,454.74
31.99,432.43
25.21,436.02
5.51,489.36
16,468.49
5.79,487.4
17.77,457.94
9.52,478.79
27,450.15
24.34,445.33
20.86,444.5
13.44,473
13.97,459.84
10.96,468.64
21.83,443.41
25.22,443.24
22.5,458.19
21.03,444.35
26.27,447.76
20.99,448.07
18.06,459.14
10.12,479.62
26.25,436.44
13.08,476.96
24.28,440.07
32.92,426.61
23.68,441.54
7.81,482.22
23.6,444.38
14.5,463.53
18.84,459.96
11.69,472.76
14.58,462.69
9.33,479.6
14.93,463.2
6.37,490.47
6.16,490.92
12.45,477.41
19.55,455.56
18.62,450.81
14.13,461.96
21.12,456.92
13.63,468.28
18.6,458.91
7.19,486.05
19.96,454.67
15.22,469.93
13.52,460.76
18.04,463.31
27.81,439.48
26.1,444.4
27.99,435.99
20.08,461.07
19.89,446.35
6.23,488.82
29.1,438.66
18.71,465.57
35.1,426.3
6.19,485.08
24.88,433.3
17.75,452.02
13.89,469.6
21.14,448.31
14.28,467.22
13.34,471.82
24.67,438.4
10.27,474.55
21.18,452.39
13.84,463.27
4.73,486.6
14.22,469.75
13.09,470.14
6.58,493.72
28.57,450.04
21.54,449.12
34.3,427.84
15.24,454.64
19.41,452.6
30.5,432.87
20.68,447.84
29.53,434.96
12.72,463.49
24.44,437.73
8,487.17
13.92,454.15
18.85,446.7
22.48,444.71
14.1,465.89
30.22,435.98
22.45,445.34
10.82,473.9
23.56,441.29
22.33,436.74
15.11,462.21
25.9,443.13
13.56,467.09
11.03,470.17
20.47,451.71
26.37,428.6
18.95,462.73
11.39,467.8
22.73,460.2
24.4,440.64
28.28,428.75
22.84,438.36
25.09,453.58
13.32,472.33
34.1,437.65
21.11,448.77
32.21,426.56
25.77,442.83
24.42,438.39
8.28,480.15
28.18,443.65
8.09,484.81
17.37,455.53
29.12,434.9
5.82,492.12
29.45,437.82
17.47,449.41
19.51,448.28
13.82,467.95
8.61,478.25
21.28,439
21.47,447.42
29.55,430.98
31.09,430.3
23.75,449.57
30.25,432.05
17.51,465.05
17.22,465.32
9.22,474.51
24.48,441.07
25.26,447.46
12.34,470.92
6.75,484.05
28.29,437.13
11.09,490.96
8.51,481.83
7.71,481.74
11.8,475.19
25.76,440.26
26.53,442.64
21.29,452.94
19.64,455.27
29.45,432.04
18.24,449.63
11.23,475.41
23.15,436.16
26.49,430.62
16.64,452.56
28.51,441.66
16.64,459.01
7.32,482.1
22.72,444.43
14.05,465.74
28.52,437.72
22.2,447.75
27.93,435.95
25.42,444.51
25.03,439.55
24.85,445.18
29.03,444.09
16.5,458.78
6.86,486.92
5.7,482.82
26.71,436.66
23.79,445.87
25.11,441.93
20.55,448.83
10.66,479.61
5.11,486.41
9.87,470.9
14.39,469.35
16.96,454.14
28.61,446.77
21.31,455.34
18.32,450.5
27.11,433.28
28.5,431.7
25.44,437.99
17.03,460.25
25.32,435.06
21.58,446.15
7.64,483.38
27.02,428.1
13.58,467.15
17.69,448.49
26.51,440.22
19.48,450.55
14.79,470.28
20.65,455.24
10.53,475.96
8.2,474.04
11.73,477.06
26.11,445.36
21.09,456.09
24.08,443.46
24.2,449.03
28.73,436.35
6.17,481.27
17.94,467.65
12.74,468.57
26.51,445.32
20.97,453.26
23.84,436.05
23.51,444.58
22.85,448.15
24.84,442.7
24.7,444.65
18.46,458.67
24.61,445.79
15.54,463.06
15.7,464.59
27.18,440.3
11.02,467.41
14.56,463.64
29,431.37
15.34,465.16
25.42,435.59
29.63,435.27
10.38,474.44
23.55,447.01
8.07,484.54
28.19,434.77
16.41,462.12
18.14,451.44
28.79,425.64
4.47,487.43
28.2,433.46
11.97,467.98
22.3,442.78
23.89,441.83
10.32,479.17
6.05,485.02
27.78,439.92
7.06,448.97
10.79,479.92
11.7,470.88
20.37,456.11
7.61,484.14
23.27,447.25
21.94,447.52
10.02,478.5
25.61,437.78
22.61,459.53
28.61,440.16
12.57,461.88
28.78,439.74
5.66,482.11
7.94,488.01
4.56,493.87
18.59,450.4
22.39,448.58
11.84,473.82
26.9,435.87
30.2,425.21
27.19,444.8
7.96,482.17
8.37,476.02
30.2,434.66
23.81,450.33
23.53,436.69
16.09,454.88
11.63,477.3
17.1,453.4
13.77,471.94
28.14,445.33
23.46,438.62
23.85,439.02
13.33,474.07
15.61,467.3
25.08,446.9
12.73,470.89
22.74,444.59
16.58,458.67
30.56,432.26
21.09,451.98
23.43,442.19
21.46,457.28
8.75,482.8
19.27,463.14
25.57,444.81
14.26,465.77
14.17,466.2
17.48,462.59
21.99,441.1
32.31,430.15
14.38,473.41
28.54,430.91
25.06,437.27
8.22,477.86
15.23,456.07
14.94,456.41
16.97,463.28
6.42,485.86
15.6,463.82
21.52,444.87
28.14,435.35
8.36,482.09
26.38,434.02
30.2,437.48
21.98,446.79
25.54,437.58
9.68,479.56
22.38,441.3
23.62,439.45
13.25,472.22
22.49,437.57
33.13,433.73
14.95,468.61
11.42,478.7
28.56,434.54
27.89,432.83
14.6,464.67
15.86,459.42
13.78,462.59
30.09,435.2
24.6,447.09
10.8,478.21
9.08,479.02
23.86,444.66
16.69,469.9
24.17,437.27
19.68,456.89
22.25,461.93
24.81,446.09
18.68,455.79
23.64,439.66
26.41,441.49
28.82,433.69
21.84,448.61
30.63,430.27
20.19,450.67
25.54,428.74
26.52,437.76
10.38,466.46
8.13,477.12
20.2,452.33
24.27,445.23
13.97,465.24
14.29,463.04
33.11,431.77
30.49,438.09
22.68,443.86
9.49,476.67
21.71,438.41
28.01,449.82
16.62,463.74
22.31,437.05
19.78,448.34
26.62,441.22
30.24,431.82
9.47,479.68
9.39,473.73
27.41,438.39
25.36,440.25
8.6,484.21
10,479.97
12.88,469.12
8.42,483.49
20.83,446.48
20.14,453.99
28.33,431.27
23.78,443.79
30.24,435.02
6.18,490.81
19.18,448.26
10.88,469.57
17.54,471.28
26.31,435.91
14.97,466.62
23.07,437.08
10.59,470.96
8.64,473.55
12.89,475.13
7.78,484.65
22.05,444.37
16.01,465.89
21.63,434.1
17.64,455.75
13.18,469.63
22.17,441.14
27.53,428.83
9.64,479.81
26.7,438.46
17.78,456.11
9.98,480.26
25.54,436.14
5.35,483.2
27,439.26
26.79,440.55
18.55,452.37
28.21,442.47
15.8,463.09
9.42,478.05
9.26,483.51
5.1,489.96
26.03,438.15
25.94,432.88
8.53,480.86
25.77,445.35
5.9,481.27
23.66,439.02
21.7,448.76
9.95,477.88
28.29,429.28
6.8,485.96
25.3,442.5
24.1,443.09
27.07,440.47
14.04,472.31
5.71,485.75
26.01,435.82
12.35,466.71
24.01,448.35
22.78,446.12
29.51,431.18
20.73,456.44
31.71,430.45
10.55,473.6
16.13,465.25
18.5,459.42
19.22,446.98
5.54,490.07
12.8,473.42
22.78,435.46
9.95,477.52
5.95,486.07
15.19,470.41
22.01,451.84
5.81,484.41
15.02,463.93
25.8,435.2
19.94,455.55
23.92,445.26
22.39,445.52
24.23,444.01
22.77,436.75
27.39,441.45
27.55,432.59
26.12,441.46
30.91,433.71
21.39,449.38
21.78,446.56
16.71,464.13
26.28,435.28
29.65,433.32
18.61,452.68
33.68,427.53
24.78,435.93
28.97,434.7
26.28,437.01
27.5,441.27
25.69,440.6
10.32,478.88
22.86,452.53
14.26,471.19
27.87,428.41
26.26,437.44
19.65,451.63
12.15,468.07
27.59,437.49
27.01,442.57
10.39,479
24.15,436.55
24.74,437.49
21.45,444.99
23.06,440.03
31.01,442.07
31.24,435.2
15.06,464.15
25.14,438.53
25.99,442.14
1.81,490.55
31.86,435.72
13.1,472.37
26.05,439.96
29.04,433.97
7.24,481.83
17.32,468.8
32.4,425.91
19.31,455.25
26.04,439.36
20.46,448.1
4.16,486.7
20.98,449.88
24.1,440.33
9.44,473.94
29.98,432
12.8,467.69
26.72,435.16
30.28,439.06
24.56,442.76
22.19,440.75
8.72,479.94
3.38,489.11
17.68,456.86
17.7,456.78
18.77,449.62
25.38,442.13
11.52,474.35
12.28,467.44
16.29,468.8
24.49,451.42
27.4,435.74
14.04,469.75
22.59,444.6
23.43,440.16
29.24,432.61
29.35,430.22
33.87,435.89
16.71,458.4
19.45,452.82
20.82,448.9
27.31,437.83
22.93,448.02
22.98,445.05
12.38,472.53
25.5,437.49
24.24,437.12
13.89,467.74
24.97,439.71
20.08,455.85
11.29,473.74
25.72,439.97
27.78,439.43
10.22,471.79
25.46,433.08
25.14,430.89
25.03,438.24
21.96,441.52
22.74,447.86
19.67,455.2
20.32,456.18
13.08,474.13
26.42,443.94
22.61,460.26
11.46,477.99
8.07,484.54
12.32,455.71
19.8,461.78
18.88,459.06
16.64,463.49
10.72,474.64
21.5,453.8
20.59,453.83
30.93,432.44
19.9,456.48
7.47,478.08
31.33,439.54
25.45,429.95
25.88,426.14
29.59,436.77
12.04,464.45
23.88,444.97
27.23,440.2
26.52,432.48
30.64,437.43
24.16,442.32
18.86,446.91
10.42,472.54
5.09,481.24
28.8,434.82
6.38,492.96
5.18,485.2
9.54,481.18
10.82,473.23
20.72,447.69
27.71,434.2
28.39,438.78
21.97,449.6
27.01,440.64
11.34,477.24
9.32,481.88
8.43,484.94
18.42,451.93
14.66,462.77
21.75,444.19
13.28,466.78
20.17,458.04
29,425.5
19.44,444.9
31.11,435.69
20.45,454.26
19.66,453.45
19.78,449.23
23.9,451.99
11.11,473.32
9.13,483.24
19.78,465.49
30.8,432.44
29.73,432.73
26.93,433.18
26.98,446.05
14.84,467.83
32.41,426.85
16.37,459.52
15.85,462.88
14.48,464.56
9.45,479
29,437.55
21.01,445.07
20.28,452.03
25.96,432.93
25.61,444.77
12.23,464.45
8.48,485.29
24.8,435.25
14.51,460.45
23.56,448.04
10.39,479.14
11.99,469.23
7.22,476.15
7.77,485.54
25.21,445.84
23.04,459.36
31.14,436.64
28.18,432.72
10.1,478.43
20.94,465.57
10.07,478.65
19.46,447.86
13.48,466.88
24.33,445.36
18.59,464.48
10.73,476.81
27.19,436.77
11.83,469.96
14.71,462.87
9.75,473.41
31.04,431.66
32.96,443.57
28.82,445.1
24.12,450.69
28.43,433.05
6.93,482.37
11.81,477.22
25.99,432.41
27.52,438.51
23.03,441.71
18.55,467.51
9.26,471.79
24.51,447.46
13.5,468.92
14.39,465.03
14.39,464.15
20.67,448.75
15.5,460.41
24.34,448.54
11.21,480.61
7.03,486.91
12.12,469.59
31.53,438.71
10.31,485.25
30.39,428.89
13.45,464.59
25.02,444.08
25.04,433.1
27.78,436.5
23.21,439.66
10.24,477.53
11.38,473.71
18.15,449.48
22.51,450.75
20.04,448.92
22.31,449.67
19.02,461.57
27.33,443.89
23.25,450.22
16.65,460.03
17.14,463.38
20.86,440.42
20.76,448.85
24.05,442.07
28.34,432
14.72,464.22
13.56,472.59
25.66,432.82
24.18,433.37
30.24,436.37
23.79,448.67
29.17,432.07
15.8,458.55
11.15,477.79
13.19,467.68
15.42,467.33
26.06,451.67
12.41,464.08
25.42,438.24
5.15,488.42
28.13,435.85
26.35,458.41
18.26,462.6
8.34,483.92
24.43,441.61
27.25,431.44
10.8,478.19
29.17,430.59
20.77,452.71
20.62,449.07
10.93,473.27
9.33,474.15
26.75,433.46
14.09,472.42
12.88,466.92
16.85,460.68
26.95,430.07
10.02,479.63
9.32,479.52
28.75,441.3
27.55,431.86
13.56,470.67
22.17,449.91
8.9,472.95
26.53,445.11
27.07,442.71
11.68,475.47
22.79,438.08
17.57,453.29
12.04,465.36
27.29,435.25
13.7,470.2
22.89,446.15
30.07,437.38
32.07,432.33
25.76,445.78
15.55,466.2
27.95,435.45
13.04,464.91
10.61,480.28
15.59,456.07
20,454.86
11.17,474.64
14.04,465.25
11.61,470.78
11.84,477.51
11.94,474.02
25.11,442.34
25.37,444.46
14.44,468.19
19.15,468.8
21.42,444.86
12.65,471.46
18.33,448.23
12.54,471.86
10.08,469.17
12.31,475.76
14.56,466.29
19.29,449.28
11.82,476.21
6.61,483.88
16.31,456.58
17.16,456.93
12.24,474.76
24.75,445.3
27.31,442.77
25.27,445.81
8.3,480.58
15.98,456.31
26.28,435.71
7.1,484.12
25.96,445.26
11.04,477.2
17.51,449.59
19.88,456.44
27.53,433.72
26.38,441.07
12.99,465.98
23.27,438.08
17.2,462.55
28.31,440.96
14.66,463.6
5.78,484.13
17.35,453.96
16.85,472.63
31.85,434.79
15.56,464.42
13.8,470.93
22.84,442.72
13.16,468.4
13.05,472.69
26.75,444.09
26.12,439.68
7.09,483.42
18.94,455.19
17.7,462.63
19.65,449.13
25.63,439.87
18.8,459.85
15.24,463.09
21.09,444.75
22.32,441.87
15.79,460.19
27.52,433.56
15.46,462.96
7.65,491.1
16.02,455.48
20.28,451.59
17.77,457.98
14.57,457.21
24.19,446.3
25.79,434.65
23.94,447.5
14.82,473.17
14.23,463.86
14.3,471.32
24.42,443.09
4.71,486.79
22.07,444.01
29.53,431.97
19.09,449.24
13.26,472.17
10.33,478.3
21.01,446.2
6.64,481.53
21.75,447.58
28.32,436.42
28.68,435.45
27.37,441.9
20.4,452.56
13.14,467.07
25.72,434.83
14.03,463.71
13.41,478.96
21.85,454.26
10.23,471.61
25.69,450.94
19.08,455.95
25.87,445.79
16.73,453.39
31.74,425.12
24.97,441.61
11.02,476.68
21.57,437.55
11.1,477.2
28.32,433.59
17.21,460.88
32.18,438.26
13.61,475.62
13.58,472.73
17.51,453.2
32.28,433.42
19.71,456.24
24.24,436.6
26.12,439.77
13.48,471.39
22.36,446.75
24.27,420.26
12.5,474.4
14.45,467.62
17.48,465.61
15.1,466.14
28.65,432.73
15.68,461.98
19.51,453.27
29,442.79
24.67,440.03
23.36,434.15
12.39,475.96
8.39,473.45
7.33,466.16
16.24,467.69
27.56,444.1
8.38,478.82
17.68,454.18
13.53,474.7
10.59,474.94
19.35,454.02
21.96,447.31
19.8,446.03
12.9,467.41
10.91,478.34
6.06,480.74
21.06,454.15
23.95,437.43
18.89,453.33
13.2,468.92
11.41,477.89
10.7,475.08
9.11,479.03
18.56,462.05
15.43,464.05
26.3,433.72
25.86,440.9
27.58,435.7
18,454.59
22.7,444.02
24.49,447.57
9.14,476.57
24.31,449.12
25.24,433.86
23.89,450.82
25.64,454.48
22.77,440.67
22.06,453.5
14.86,461.14
27.37,432.14
18.9,457.66
27.01,439.81
24.41,435.38
20.03,446.46
12.61,463.36
27.37,439.15
29.3,430.72
15.57,463.47
4,490.79
12.29,472.65
25.24,442.29
20.12,454.54
12.38,465.99
24.85,442.66
25.1,447.27
27.45,450.46
12.48,475.96
13.56,474.26
20.35,447.64
19.92,451.16
20,448.79
26.81,442.94
27.46,431.81
24.63,440.67
9.6,481.73
25.08,437.31
23.84,441.94
28.59,427.53
26.59,439.72
30.7,433.4
23.29,442.11
19.64,456.03
7,489.52
31.82,433.32
30.01,425.75
8.22,485.5
21.12,450.93
4.65,489.36
25.21,438.7
15.47,457.55
18.73,450.74
11.95,464.57
20.3,451.74
20.54,451.95
26.11,438.87
25.41,436.59
30.05,427.55
14.78,460.54
24.39,445.39
19.3,452.76
29.27,440.98
12.19,475.64
17.18,454.02
24.42,449.1
22.94,433.77
6.14,485.94
29.29,432.58
20.35,450.89
8.22,480.38
25.87,440.26
31.73,430.46
24.89,444.21
16.95,457.05
17.3,450.83
23.94,440.15
26.37,428.5
15.17,464.39
13.51,470.65
25.91,442.65
15.63,455.24
33.34,437.84
32.5,433.7
11.21,471.79
18.26,452.03
19.31,463.35
21.4,434.09
29.33,438.25
29.44,445.67
19.74,459.39
24.37,443.53
25.42,438.24
33.33,436.05
22.76,451.7
7.97,487.19
23.26,442.38
20.16,455.13
10.49,478.75
27.49,436.73
24.14,444.04
18.35,455.29
18.93,450.14
22.58,439.78
20.78,450.57
30.71,425.16
20.24,455.25
8.41,484.34
31.07,432.96
16.77,459.38
17.74,450.44
17.18,451.37
14.36,460.42
23.2,440.75
15.79,457.7
33.92,433.01
23.22,437.11
31.86,435.91
9.23,481.77
10.07,480.54
14.73,463.63
18.23,459.12
14.31,465.36
3.68,490.02
30.65,432.08
14.09,466.12
13.4,466.68
18.37,461.14
11.7,462.94
24.57,452.3
24.09,441.34
13.35,471.69
20.95,450.39
28.23,442.3
19.66,447.93
19.2,448.17
8.51,471.11
12.67,473.13
21.93,443.89
7,482.8
22.35,440.11
8.91,478.38
32.83,432.05
11.02,481.85
7.28,493.3
11.49,471.47
31.11,433.19
6.75,483.77
24.9,444.19
16.53,463.32
14.48,470.44
10.02,476.83
27.82,436.48
5.51,491.84
23.66,438.59
11.19,472.86
29.65,430.88
16.37,463.91
25.21,450.75
20.53,454.67
21.52,455.71
28.62,437.52
27.11,437.2
24.27,445.1
8.19,477.76
23.04,442.99
20.48,455.58
13.78,462.88
22.49,437.01
31.84,432.04
9.6,474.65
13.67,467.62
12.19,474.92
10.59,471.38
19.69,456.29
26.78,440
16.92,460.86
15.28,458.76
18.47,452.51
28.76,449.98
14.28,467.83
16.45,452.42
9.73,479.78
15.56,467.32
22.62,448.27
26.81,434.48
24.25,443.8
29.06,430.24
13.42,459.04
7.7,484.57
22.5,442.4
20.77,442.82
13.52,463.71
11.3,469.73
6.06,489.62
17.55,455.11
25.64,437.63
7.8,479.78
18.38,451.29
26.2,442.4
29.01,429.23
16.25,456.49
20.15,443.85
17.95,449.14
7.19,486.35
29.29,438.84
17.49,452.71
23.39,441.44
16.79,458.42
18.27,448.17
25.37,442.38
22.81,440.4
33.3,430.16
6.5,483.72
25.33,433.43
25.56,433.63
21.17,447.5
23.92,433.78
28.4,436.5
29.78,434.33
20.51,445.96
22.06,442.31
27.46,432.64
13.43,469.33
18.03,457.73
8.18,487.83
25.26,442.76
7.57,480.86
26.78,441.21
9.32,478.55
26.59,430.11
15.82,460.4
26.23,437.85
11.35,466.55
14.12,465.09
32.05,432.49
29.87,433.43
22.89,448.56
23.56,437.92
29.53,426.85
14.24,471
9.58,478.5
20.25,452.18
29.72,438.19
18.62,455.75
23.24,448.5
12.04,474.97
9.32,479.13
15,459.37
14.26,463.71
8.51,475.96
20.6,451.44
25.37,434.16
26.14,439.03
6.77,488.27
5.57,488.85
27.92,442.87
15.07,471.31
21.44,446.17
22.87,438.67
13.35,474.19
9.97,477.31
13.9,465.31
21.94,442.63
27.29,439.58
22.83,442.43
10.73,477.23
16.81,464.36
22.24,451.95
30.11,444.42
18.41,452.66
30.12,429.31
13.79,465.69
30.78,427.15
22.95,447.13
6.9,479.97
29.06,435.98
13,464.12
25.19,444.35
31.01,432.41
24.42,444.72
21.39,452.7
12.95,474.46
10.15,473.56
6.15,494.3
13.52,469.41
26.39,442.22
26.22,440.17
26,434.79
25.17,437.01
21.95,452.27
16.66,463.39
23.45,449.07
10.33,473.16
15.78,464.85
26.23,440.8
24.17,442.62
30.78,433.96
18.5,460.08
26.61,430.17
21.75,445.1
29.23,438.92
29.91,432.6
12.68,448.69
15.97,462.64
29.62,427.22
20.03,447.4
8.83,483.38
15.2,465.09
9.06,478.01
10.54,478.77
10.33,478.79
23.51,454.06
25.89,445.17
18.71,456.88
7.75,483.56
32.95,436.3
11.76,465.45
26.63,428.8
7.38,486.91
24.77,441.29
26.29,439.86
24.73,439.99
14.7,468.69
14.98,467.77
4.96,494.75
23.14,443.87
22.11,453.45
23,437.6
28.18,439.74
24.94,443.48
31.17,431.01
32.25,430.86
13.41,475.9
16.43,455.85
13.31,470.31
9.15,475.64
21.49,450.07
25.02,445.61
16.22,460.73
14.93,456.75
13.48,463.6
26.2,434.08
21.44,443.3
23.56,445.36
23.64,442.26
17.74,446.01
22.33,447.02
26.31,440.06
29.6,430.55
16.26,456.86
9.28,480.73
11.8,466.52
23.04,446.22
17.57,459.73
30.75,429.18
5.94,485.86
22.12,442.51
11.52,472.31
26.76,440.63
22.08,456.71
13.94,465.13
16.21,462.68
30.29,441.57
11.44,476.06
29.17,435.08
23.09,447.9
19,451.96
20.76,451.69
24.06,438.85
25.57,430.92
19.46,451.89
31.11,437.2
16.57,462.52
26.35,433.63
16.78,471.24
10.33,480.18
19.94,449.6
27.16,441.33
19.45,451.96
30.01,428.6
33.74,425.35
13.93,469.12
16.52,457.81
17.47,450.68
9.2,484.04
21.97,443.85
15.7,462.19
27.62,442.89
12.35,476.88
23.37,446.42
29.35,439.47
28.08,440.26
10.09,471.15
12.36,467.2
19.19,453.16
17.7,454.41
18.53,454.72
29.56,436.6
17.13,465.3
11.51,476.91
8.55,480.68
18.34,453.01
16.4,456.11
21.31,451.96
17.88,455.83
27.64,441.04
27.35,443.67
19.27,449.42
13.54,471.05
33.95,427.25
9.47,479.96
13.35,474.68
30.75,437.96
30.58,439.71
11.57,469.64
14.2,465.48
21.78,443.24
23.7,451.16
21.95,448.9
5.84,482.1
15.62,467.95
21.44,450.57
20.6,466.2
30.28,447.67
9.91,478.63
13.41,471.85
10.01,479.4
8.11,473.62
9.72,474.1
20.3,446.68
24.37,445.6
8.11,483.52
